Category,snapshot_id,Snapshot,Snapshot label,Question key,Question,Answer,Percentage
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Agree,27.3
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,23.2
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Disagree,22.0
Resilience,2,2027-03-29,29 Mar 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,12.8
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,24.5
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Agree,45.5
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,12.0
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Disagree,11.4
Resilience,2,2027-03-29,29 Mar 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,6.6
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Strongly agree,21.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Agree,39.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,16.0
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Disagree,15.2
Resilience,3,2027-04-12,12 Apr 2027,1, I look for creative ways to deal with this situation,Strongly disagree,8.8
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly agree,15.4
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Agree,28.6
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,22.4
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Disagree,21.3
Resilience,3,2027-04-12,12 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,12.3
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly agree,13.3
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Agree,24.7
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,24.8
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Disagree,23.6
Resilience,3,2027-04-12,12 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,13.6
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,23.4
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Agree,43.6
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,13.2
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Disagree,12.5
Resilience,3,2027-04-12,12 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,7.3
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Strongly agree,19.6
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Agree,36.4
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,17.6
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Disagree,16.7
Resilience,4,2027-04-26,26 Apr 2027,1, I look for creative ways to deal with this situation,Strongly disagree,9.7
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly agree,14.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Agree,26.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,24.0
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Disagree,22.8
Resilience,4,2027-04-26,26 Apr 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,13.2
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly agree,11.9
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Agree,22.1
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,26.4
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Disagree,25.1
Resilience,4,2027-04-26,26 Apr 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,14.5
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,22.4
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Agree,41.6
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,14.4
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Disagree,13.7
Resilience,4,2027-04-26,26 Apr 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,7.9
Resilience,5,2027-05-10,10 May 2027,1, I look for creative ways to deal with this situation,Strongly agree,21.0
Resilience,5,2027-05-10,10 May 2027,1, I look for creative ways to deal with this situation,Agree,37.0
Resilience,5,2027-05-10,10 May 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,15.0
Resilience,5,2027-05-10,10 May 2027,1, I look for creative ways to deal with this situation,Disagree,16.0
Resilience,5,2027-05-10,10 May 2027,1, I look for creative ways to deal with this situation,Strongly disagree,11.0
Resilience,5,2027-05-10,10 May 2027,2," I believe I have myself under control, whatever happens",Strongly agree,15.0
Resilience,5,2027-05-10,10 May 2027,2," I believe I have myself under control, whatever happens",Agree,26.0
Resilience,5,2027-05-10,10 May 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,21.0
Resilience,5,2027-05-10,10 May 2027,2," I believe I have myself under control, whatever happens",Disagree,22.0
Resilience,5,2027-05-10,10 May 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,16.0
Resilience,5,2027-05-10,10 May 2027,3,I believe I can also draw positive things from this situation,Strongly agree,13.0
Resilience,5,2027-05-10,10 May 2027,3,I believe I can also draw positive things from this situation,Agree,23.0
Resilience,5,2027-05-10,10 May 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,22.0
Resilience,5,2027-05-10,10 May 2027,3,I believe I can also draw positive things from this situation,Disagree,24.0
Resilience,5,2027-05-10,10 May 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,18.0
Resilience,5,2027-05-10,10 May 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,24.0
Resilience,5,2027-05-10,10 May 2027,4,"When I can no longer do things, I look for alternatives",Agree,41.0
Resilience,5,2027-05-10,10 May 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,12.0
Resilience,5,2027-05-10,10 May 2027,4,"When I can no longer do things, I look for alternatives",Disagree,13.0
Resilience,5,2027-05-10,10 May 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,10.0
Resilience,6,2027-05-24,24 May 2027,1, I look for creative ways to deal with this situation,Strongly agree,23.0
Resilience,6,2027-05-24,24 May 2027,1, I look for creative ways to deal with this situation,Agree,38.0
Resilience,6,2027-05-24,24 May 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,14.0
Resilience,6,2027-05-24,24 May 2027,1, I look for creative ways to deal with this situation,Disagree,15.0
Resilience,6,2027-05-24,24 May 2027,1, I look for creative ways to deal with this situation,Strongly disagree,10.0
Resilience,6,2027-05-24,24 May 2027,2," I believe I have myself under control, whatever happens",Strongly agree,16.0
Resilience,6,2027-05-24,24 May 2027,2," I believe I have myself under control, whatever happens",Agree,27.0
Resilience,6,2027-05-24,24 May 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,20.0
Resilience,6,2027-05-24,24 May 2027,2," I believe I have myself under control, whatever happens",Disagree,22.0
Resilience,6,2027-05-24,24 May 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,15.0
Resilience,6,2027-05-24,24 May 2027,3,I believe I can also draw positive things from this situation,Strongly agree,14.0
Resilience,6,2027-05-24,24 May 2027,3,I believe I can also draw positive things from this situation,Agree,25.0
Resilience,6,2027-05-24,24 May 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,21.0
Resilience,6,2027-05-24,24 May 2027,3,I believe I can also draw positive things from this situation,Disagree,23.0
Resilience,6,2027-05-24,24 May 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,17.0
Resilience,6,2027-05-24,24 May 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,25.0
Resilience,6,2027-05-24,24 May 2027,4,"When I can no longer do things, I look for alternatives",Agree,42.0
Resilience,6,2027-05-24,24 May 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,12.0
Resilience,6,2027-05-24,24 May 2027,4,"When I can no longer do things, I look for alternatives",Disagree,13.0
Resilience,6,2027-05-24,24 May 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,8.0
Resilience,7,2027-06-07,07 Jun 2027,1, I look for creative ways to deal with this situation,Strongly agree,24.0
Resilience,7,2027-06-07,07 Jun 2027,1, I look for creative ways to deal with this situation,Agree,40.0
Resilience,7,2027-06-07,07 Jun 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,13.0
Resilience,7,2027-06-07,07 Jun 2027,1, I look for creative ways to deal with this situation,Disagree,14.0
Resilience,7,2027-06-07,07 Jun 2027,1, I look for creative ways to deal with this situation,Strongly disagree,9.0
Resilience,7,2027-06-07,07 Jun 2027,2," I believe I have myself under control, whatever happens",Strongly agree,17.0
Resilience,7,2027-06-07,07 Jun 2027,2," I believe I have myself under control, whatever happens",Agree,29.0
Resilience,7,2027-06-07,07 Jun 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,19.0
Resilience,7,2027-06-07,07 Jun 2027,2," I believe I have myself under control, whatever happens",Disagree,21.0
Resilience,7,2027-06-07,07 Jun 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,14.0
Resilience,7,2027-06-07,07 Jun 2027,3,I believe I can also draw positive things from this situation,Strongly agree,16.0
Resilience,7,2027-06-07,07 Jun 2027,3,I believe I can also draw positive things from this situation,Agree,26.0
Resilience,7,2027-06-07,07 Jun 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,20.0
Resilience,7,2027-06-07,07 Jun 2027,3,I believe I can also draw positive things from this situation,Disagree,22.0
Resilience,7,2027-06-07,07 Jun 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,16.0
Resilience,7,2027-06-07,07 Jun 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,26.0
Resilience,7,2027-06-07,07 Jun 2027,4,"When I can no longer do things, I look for alternatives",Agree,43.0
Resilience,7,2027-06-07,07 Jun 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,11.0
Resilience,7,2027-06-07,07 Jun 2027,4,"When I can no longer do things, I look for alternatives",Disagree,12.0
Resilience,7,2027-06-07,07 Jun 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,8.0
Resilience,8,2027-06-21,21 Jun 2027,1, I look for creative ways to deal with this situation,Strongly agree,24.0
Resilience,8,2027-06-21,21 Jun 2027,1, I look for creative ways to deal with this situation,Agree,42.0
Resilience,8,2027-06-21,21 Jun 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,12.0
Resilience,8,2027-06-21,21 Jun 2027,1, I look for creative ways to deal with this situation,Disagree,13.0
Resilience,8,2027-06-21,21 Jun 2027,1, I look for creative ways to deal with this situation,Strongly disagree,9.0
Resilience,8,2027-06-21,21 Jun 2027,2," I believe I have myself under control, whatever happens",Strongly agree,18.0
Resilience,8,2027-06-21,21 Jun 2027,2," I believe I have myself under control, whatever happens",Agree,30.0
Resilience,8,2027-06-21,21 Jun 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,18.0
Resilience,8,2027-06-21,21 Jun 2027,2," I believe I have myself under control, whatever happens",Disagree,20.0
Resilience,8,2027-06-21,21 Jun 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,14.0
Resilience,8,2027-06-21,21 Jun 2027,3,I believe I can also draw positive things from this situation,Strongly agree,17.0
Resilience,8,2027-06-21,21 Jun 2027,3,I believe I can also draw positive things from this situation,Agree,28.0
Resilience,8,2027-06-21,21 Jun 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,19.0
Resilience,8,2027-06-21,21 Jun 2027,3,I believe I can also draw positive things from this situation,Disagree,21.0
Resilience,8,2027-06-21,21 Jun 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,15.0
Resilience,8,2027-06-21,21 Jun 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,26.0
Resilience,8,2027-06-21,21 Jun 2027,4,"When I can no longer do things, I look for alternatives",Agree,45.0
Resilience,8,2027-06-21,21 Jun 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,10.0
Resilience,8,2027-06-21,21 Jun 2027,4,"When I can no longer do things, I look for alternatives",Disagree,11.0
Resilience,8,2027-06-21,21 Jun 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,8.0
Resilience,9,2027-07-05,05 Jul 2027,1, I look for creative ways to deal with this situation,Strongly agree,25.0
Resilience,9,2027-07-05,05 Jul 2027,1, I look for creative ways to deal with this situation,Agree,43.0
Resilience,9,2027-07-05,05 Jul 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,11.0
Resilience,9,2027-07-05,05 Jul 2027,1, I look for creative ways to deal with this situation,Disagree,12.0
Resilience,9,2027-07-05,05 Jul 2027,1, I look for creative ways to deal with this situation,Strongly disagree,9.0
Resilience,9,2027-07-05,05 Jul 2027,2," I believe I have myself under control, whatever happens",Strongly agree,18.0
Resilience,9,2027-07-05,05 Jul 2027,2," I believe I have myself under control, whatever happens",Agree,32.0
Resilience,9,2027-07-05,05 Jul 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,18.0
Resilience,9,2027-07-05,05 Jul 2027,2," I believe I have myself under control, whatever happens",Disagree,19.0
Resilience,9,2027-07-05,05 Jul 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,13.0
Resilience,9,2027-07-05,05 Jul 2027,3,I believe I can also draw positive things from this situation,Strongly agree,18.0
Resilience,9,2027-07-05,05 Jul 2027,3,I believe I can also draw positive things from this situation,Agree,30.0
Resilience,9,2027-07-05,05 Jul 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,18.0
Resilience,9,2027-07-05,05 Jul 2027,3,I believe I can also draw positive things from this situation,Disagree,20.0
Resilience,9,2027-07-05,05 Jul 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,14.0
Resilience,9,2027-07-05,05 Jul 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,27.0
Resilience,9,2027-07-05,05 Jul 2027,4,"When I can no longer do things, I look for alternatives",Agree,45.0
Resilience,9,2027-07-05,05 Jul 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,10.0
Resilience,9,2027-07-05,05 Jul 2027,4,"When I can no longer do things, I look for alternatives",Disagree,11.0
Resilience,9,2027-07-05,05 Jul 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,7.0
Resilience,10,2027-07-19,19 Jul 2027,1, I look for creative ways to deal with this situation,Strongly agree,26.0
Resilience,10,2027-07-19,19 Jul 2027,1, I look for creative ways to deal with this situation,Agree,43.0
Resilience,10,2027-07-19,19 Jul 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,11.0
Resilience,10,2027-07-19,19 Jul 2027,1, I look for creative ways to deal with this situation,Disagree,12.0
Resilience,10,2027-07-19,19 Jul 2027,1, I look for creative ways to deal with this situation,Strongly disagree,8.0
Resilience,10,2027-07-19,19 Jul 2027,2," I believe I have myself under control, whatever happens",Strongly agree,19.0
Resilience,10,2027-07-19,19 Jul 2027,2," I believe I have myself under control, whatever happens",Agree,32.0
Resilience,10,2027-07-19,19 Jul 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,17.0
Resilience,10,2027-07-19,19 Jul 2027,2," I believe I have myself under control, whatever happens",Disagree,19.0
Resilience,10,2027-07-19,19 Jul 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,13.0
Resilience,10,2027-07-19,19 Jul 2027,3,I believe I can also draw positive things from this situation,Strongly agree,18.0
Resilience,10,2027-07-19,19 Jul 2027,3,I believe I can also draw positive things from this situation,Agree,31.0
Resilience,10,2027-07-19,19 Jul 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,18.0
Resilience,10,2027-07-19,19 Jul 2027,3,I believe I can also draw positive things from this situation,Disagree,19.0
Resilience,10,2027-07-19,19 Jul 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,14.0
Resilience,10,2027-07-19,19 Jul 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,27.0
Resilience,10,2027-07-19,19 Jul 2027,4,"When I can no longer do things, I look for alternatives",Agree,46.0
Resilience,10,2027-07-19,19 Jul 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,9.0
Resilience,10,2027-07-19,19 Jul 2027,4,"When I can no longer do things, I look for alternatives",Disagree,10.0
Resilience,10,2027-07-19,19 Jul 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,8.0
Resilience,11,2027-08-09,09 Aug 2027,1, I look for creative ways to deal with this situation,Strongly agree,25.0
Resilience,11,2027-08-09,09 Aug 2027,1, I look for creative ways to deal with this situation,Agree,42.0
Resilience,11,2027-08-09,09 Aug 2027,1, I look for creative ways to deal with this situation,Neither agree nor disagree ,12.0
Resilience,11,2027-08-09,09 Aug 2027,1, I look for creative ways to deal with this situation,Disagree,13.0
Resilience,11,2027-08-09,09 Aug 2027,1, I look for creative ways to deal with this situation,Strongly disagree,8.0
Resilience,11,2027-08-09,09 Aug 2027,2," I believe I have myself under control, whatever happens",Strongly agree,18.0
Resilience,11,2027-08-09,09 Aug 2027,2," I believe I have myself under control, whatever happens",Agree,31.0
Resilience,11,2027-08-09,09 Aug 2027,2," I believe I have myself under control, whatever happens",Neither agree nor disagree ,18.0
Resilience,11,2027-08-09,09 Aug 2027,2," I believe I have myself under control, whatever happens",Disagree,19.0
Resilience,11,2027-08-09,09 Aug 2027,2," I believe I have myself under control, whatever happens",Strongly disagree,14.0
Resilience,11,2027-08-09,09 Aug 2027,3,I believe I can also draw positive things from this situation,Strongly agree,17.0
Resilience,11,2027-08-09,09 Aug 2027,3,I believe I can also draw positive things from this situation,Agree,30.0
Resilience,11,2027-08-09,09 Aug 2027,3,I believe I can also draw positive things from this situation,Neither agree nor disagree ,19.0
Resilience,11,2027-08-09,09 Aug 2027,3,I believe I can also draw positive things from this situation,Disagree,20.0
Resilience,11,2027-08-09,09 Aug 2027,3,I believe I can also draw positive things from this situation,Strongly disagree,14.0
Resilience,11,2027-08-09,09 Aug 2027,4,"When I can no longer do things, I look for alternatives",Strongly agree,26.0
Resilience,11,2027-08-09,09 Aug 2027,4,"When I can no longer do things, I look for alternatives",Agree,45.0
Resilience,11,2027-08-09,09 Aug 2027,4,"When I can no longer do things, I look for alternatives",Neither agree nor disagree ,10.0
Resilience,11,2027-08-09,09 Aug 2027,4,"When I can no longer do things, I look for alternatives",Disagree,11.0
Resilience,11,2027-08-09,09 Aug 2027,4,"When I can no longer do things, I look for alternatives",Strongly disagree,8.0
