date,date_value,Month Label,Question key,Question,Answer group,Age group,Behaviour type,Percentage,Previous percentage,Percentage delta,Comparison date,Comparison label,Is first snapshot,selected_date
2027-03-29,2027-03-29,29 Mar 2027,5,Miscarriages,Neutral,All,risk_perception,11.0,12.0,-1.0,2027-03-15,15 Mar 2027,False,2027-03-29
2027-03-29,2027-03-29,29 Mar 2027,5,Miscarriages,Disagreement,All,risk_perception,39.0,42.0,-3.0,2027-03-15,15 Mar 2027,False,2027-03-29
2027-03-29,2027-03-29,29 Mar 2027,6,Duration of current measures,Agreement,All,risk_perception,42.00000000000001,35.0,7.000000000000007,2027-03-15,15 Mar 2027,False,2027-03-29
2027-03-29,2027-03-29,29 Mar 2027,6,Duration of current measures,Neutral,All,risk_perception,11.0,12.0,-1.0,2027-03-15,15 Mar 2027,False,2027-03-29
2027-03-29,2027-03-29,29 Mar 2027,6,Duration of current measures,Disagreement,All,risk_perception,47.0,53.0,-6.0,2027-03-15,15 Mar 2027,False,2027-03-29
2027-04-12,2027-04-12,12 Apr 2027,1,Impact on Society,Agreement,All,risk_perception,75.0,77.0,-2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,1,Impact on Society,Neutral,All,risk_perception,8.0,8.0,0.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,1,Impact on Society,Disagreement,All,risk_perception,17.0,15.0,2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,2,Neurological damage,Agreement,All,risk_perception,66.0,64.0,2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,2,Neurological damage,Neutral,All,risk_perception,9.0,9.0,0.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,2,Neurological damage,Disagreement,All,risk_perception,25.0,27.0,-2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,3,Healthcare capacity,Agreement,All,risk_perception,69.0,72.0,-3.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,3,Healthcare capacity,Neutral,All,risk_perception,9.0,9.0,0.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,3,Healthcare capacity,Disagreement,All,risk_perception,22.0,19.0,3.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,59.0,57.0,2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,31.0,33.0,-2.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,5,Miscarriages,Agreement,All,risk_perception,53.0,50.0,3.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,5,Miscarriages,Neutral,All,risk_perception,11.0,11.0,0.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,5,Miscarriages,Disagreement,All,risk_perception,36.0,39.0,-3.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,6,Duration of current measures,Agreement,All,risk_perception,50.0,42.00000000000001,7.999999999999993,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,11.0,-1.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-12,2027-04-12,12 Apr 2027,6,Duration of current measures,Disagreement,All,risk_perception,40.0,47.0,-7.0,2027-03-29,29 Mar 2027,False,2027-04-12
2027-04-26,2027-04-26,26 Apr 2027,1,Impact on Society,Agreement,All,risk_perception,72.0,75.0,-3.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,1,Impact on Society,Neutral,All,risk_perception,9.0,8.0,1.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,1,Impact on Society,Disagreement,All,risk_perception,19.0,17.0,2.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,2,Neurological damage,Agreement,All,risk_perception,68.0,66.0,2.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,2,Neurological damage,Neutral,All,risk_perception,9.0,9.0,0.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,2,Neurological damage,Disagreement,All,risk_perception,23.0,25.0,-2.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,3,Healthcare capacity,Agreement,All,risk_perception,65.0,69.0,-4.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,9.0,1.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,3,Healthcare capacity,Disagreement,All,risk_perception,25.0,22.0,3.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,61.0,59.0,2.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,29.0,31.0,-2.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,53.0,3.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,5,Miscarriages,Neutral,All,risk_perception,11.0,11.0,0.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,5,Miscarriages,Disagreement,All,risk_perception,33.0,36.0,-3.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,6,Duration of current measures,Agreement,All,risk_perception,58.0,50.0,8.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,6,Duration of current measures,Neutral,All,risk_perception,9.0,10.0,-1.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-04-26,2027-04-26,26 Apr 2027,6,Duration of current measures,Disagreement,All,risk_perception,33.0,40.0,-7.0,2027-04-12,12 Apr 2027,False,2027-04-26
2027-05-10,2027-05-10,10 May 2027,1,Impact on Society,Agreement,All,risk_perception,63.0,72.0,-9.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,9.0,1.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,1,Impact on Society,Disagreement,All,risk_perception,27.0,19.0,8.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,2,Neurological damage,Agreement,All,risk_perception,65.0,68.0,-3.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,2,Neurological damage,Neutral,All,risk_perception,10.0,9.0,1.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,2,Neurological damage,Disagreement,All,risk_perception,25.0,23.0,2.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,3,Healthcare capacity,Agreement,All,risk_perception,65.0,65.0,0.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,10.0,0.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,3,Healthcare capacity,Disagreement,All,risk_perception,25.0,25.0,0.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,58.0,61.0,-3.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,32.0,29.0,3.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,56.0,0.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,5,Miscarriages,Neutral,All,risk_perception,10.0,11.0,-1.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,5,Miscarriages,Disagreement,All,risk_perception,34.0,33.0,1.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,6,Duration of current measures,Agreement,All,risk_perception,52.0,58.0,-6.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,9.0,1.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-10,2027-05-10,10 May 2027,6,Duration of current measures,Disagreement,All,risk_perception,38.0,33.0,5.0,2027-04-26,26 Apr 2027,False,2027-05-10
2027-05-24,2027-05-24,24 May 2027,1,Impact on Society,Agreement,All,risk_perception,54.0,63.0,-9.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,1,Impact on Society,Disagreement,All,risk_perception,36.0,27.0,9.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,2,Neurological damage,Agreement,All,risk_perception,65.0,65.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,2,Neurological damage,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,2,Neurological damage,Disagreement,All,risk_perception,25.0,25.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,3,Healthcare capacity,Agreement,All,risk_perception,65.0,65.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,3,Healthcare capacity,Disagreement,All,risk_perception,25.0,25.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,56.0,58.0,-2.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,34.0,32.0,2.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,56.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,5,Miscarriages,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,5,Miscarriages,Disagreement,All,risk_perception,34.0,34.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,6,Duration of current measures,Agreement,All,risk_perception,47.0,52.0,-5.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-10,10 May 2027,False,2027-05-24
2027-05-24,2027-05-24,24 May 2027,6,Duration of current measures,Disagreement,All,risk_perception,43.0,38.0,5.0,2027-05-10,10 May 2027,False,2027-05-24
2027-06-07,2027-06-07,07 Jun 2027,1,Impact on Society,Agreement,All,risk_perception,52.0,54.0,-2.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,1,Impact on Society,Disagreement,All,risk_perception,38.0,36.0,2.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,2,Neurological damage,Agreement,All,risk_perception,64.0,65.0,-1.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,2,Neurological damage,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,2,Neurological damage,Disagreement,All,risk_perception,26.0,25.0,1.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,3,Healthcare capacity,Agreement,All,risk_perception,62.0,65.0,-3.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,3,Healthcare capacity,Disagreement,All,risk_perception,28.0,25.0,3.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,58.0,56.0,2.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,32.0,34.0,-2.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,56.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,5,Miscarriages,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,5,Miscarriages,Disagreement,All,risk_perception,34.0,34.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,6,Duration of current measures,Agreement,All,risk_perception,42.0,47.0,-5.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,10.0,0.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-07,2027-06-07,07 Jun 2027,6,Duration of current measures,Disagreement,All,risk_perception,48.0,43.0,5.0,2027-05-24,24 May 2027,False,2027-06-07
2027-06-21,2027-06-21,21 Jun 2027,1,Impact on Society,Agreement,All,risk_perception,49.0,52.0,-3.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,1,Impact on Society,Disagreement,All,risk_perception,41.0,38.0,3.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,2,Neurological damage,Agreement,All,risk_perception,64.0,64.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,2,Neurological damage,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,2,Neurological damage,Disagreement,All,risk_perception,26.0,26.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,3,Healthcare capacity,Agreement,All,risk_perception,58.0,62.0,-4.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,3,Healthcare capacity,Disagreement,All,risk_perception,32.0,28.0,4.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,59.0,58.0,1.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,31.0,32.0,-1.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,56.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,5,Miscarriages,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,5,Miscarriages,Disagreement,All,risk_perception,34.0,34.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,6,Duration of current measures,Agreement,All,risk_perception,38.0,42.0,-4.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-06-21,2027-06-21,21 Jun 2027,6,Duration of current measures,Disagreement,All,risk_perception,52.0,48.0,4.0,2027-06-07,07 Jun 2027,False,2027-06-21
2027-07-05,2027-07-05,05 Jul 2027,1,Impact on Society,Agreement,All,risk_perception,51.0,49.0,2.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,1,Impact on Society,Disagreement,All,risk_perception,39.0,41.0,-2.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,2,Neurological damage,Agreement,All,risk_perception,64.0,64.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,2,Neurological damage,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,2,Neurological damage,Disagreement,All,risk_perception,26.0,26.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,3,Healthcare capacity,Agreement,All,risk_perception,56.0,58.0,-2.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,3,Healthcare capacity,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,3,Healthcare capacity,Disagreement,All,risk_perception,34.0,32.0,2.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,4,Impact on vulnerable groups,Agreement,All,risk_perception,60.0,59.0,1.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,4,Impact on vulnerable groups,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,4,Impact on vulnerable groups,Disagreement,All,risk_perception,30.0,31.0,-1.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,5,Miscarriages,Agreement,All,risk_perception,56.0,56.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,5,Miscarriages,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,5,Miscarriages,Disagreement,All,risk_perception,34.0,34.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,6,Duration of current measures,Agreement,All,risk_perception,35.0,38.0,-3.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,6,Duration of current measures,Neutral,All,risk_perception,10.0,10.0,0.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-05,2027-07-05,05 Jul 2027,6,Duration of current measures,Disagreement,All,risk_perception,55.0,52.0,3.0,2027-06-21,21 Jun 2027,False,2027-07-05
2027-07-19,2027-07-19,19 Jul 2027,1,Impact on Society,Agreement,All,risk_perception,53.0,51.0,2.0,2027-07-05,05 Jul 2027,False,2027-07-19
2027-07-19,2027-07-19,19 Jul 2027,1,Impact on Society,Neutral,All,risk_perception,10.0,10.0,0.0,2027-07-05,05 Jul 2027,False,2027-07-19
2027-07-19,2027-07-19,19 Jul 2027,1,Impact on Society,Disagreement,All,risk_perception,37.0,39.0,-2.0,2027-07-05,05 Jul 2027,False,2027-07-19
2027-07-19,2027-07-19,19 Jul 2027,2,Neurological damage,Agreement,All,risk_perception,64.0,64.0,0.0,2027-07-05,05 Jul 2027,False,2027-07-19
